brand,bag name,bag style,handle?,skin type,color,width (in),height (in),depth (in),volume,price ($),website,,,,,,,,,,,,,,
Saint Laurent,Sunset medium top handle bag,Crossbody Bag,1,Leather,Black,9.8,7,1.9,130,2390,https://www.ysl.com/en-us/shoulder-bags/sunset-medium-top-handle-in-smooth-leather-634723D420W1000.html,,,,,,,,,,,,,,
Saint Laurent,College medium chain bag with fringes,Crossbody Bag,1,Leather,Black,9.4,6.7,2.6,164,2650,https://www.ysl.com/en-us/crossbody-bags/college-medium-chain-bag-in-light-suede-with-fringes-5317050U0I41000.html,,,,,,,,,,,,,,
Saint Laurent,College medium chain bag,Crossbody Bag,1,Leather,Black,9.4,6.6,2.5,155,2490,https://www.ysl.com/en-us/crossbody-bags/college-medium-chain-bag-in-quilted-leather-600279BRM071000.html,,,,,,,,,,,,,,
Saint Laurent,Manhattan small shoulder bag,Shoulder Bag,0,Leather,Black,9.4,6.9,2.4,156,2450,https://www.ysl.com/en-us/shoulder-bags/manhattan-small-shoulder-bag-in-box-saint-laurent-leather-6756260SX0W1000.html,,,,,,,,,,,,,,
Saint Laurent,Classic Sac de Jour baby bag,Crossbody Bag,1,Leather,Black,10.2,7.8,4.7,374,2690,https://www.ysl.com/en-us/top-handles/classic-sac-de-jour-baby-in-smooth-leather-42186302G9W1000.html,,,,,,,,,,,,,,
Saint Laurent,Shopping Saint Laurent toy bag,"Crossbody Bag, Shoulder Bag",1,Leather,Black,9.8,11,3.1,334,1150,https://www.ysl.com/en-us/tote-bags/shopping-saint-laurent-toy-in-supple-leather-600307CSV0J1000.html,,,,,,,,,,,,,,
Loewe,Small Puzzle bag,Crossbody Bag,1,Leather,Black,9.4,6.5,4.1,251,2850,https://www.loewe.com/usa/en/women/bags/small-puzzle-bag-in-classic-calfskin/322.30.S21-1100.html?cgid=w_bags&p=2,,,,,,,,,,,,,,
Loewe,Amazona 19 square bag,Crossbody Bag,1,Leather,Black,7.5,7.1,4.5,240,2990,https://www.loewe.com/usa/en/women/bags/amazona-19-square-bag-in-nappa-calfskin/A039N10X03-1100.html?cgid=w_bags&p=4,,,,,,,,,,,,,,
Loewe,Small Gate bag,Crossbody Bag,0,Leather,Black,7.9,7.5,4.5,267,2400,https://www.loewe.com/usa/en/women/bags/small-gate-bag-in-pebble-grain-calfskin/A650T20X28-1100.html?cgid=w_bags&p=3,,,,,,,,,,,,,,
Loewe,Small Balloon bag,Crossbody Bag,1,Leather,Black,7.1,9.8,5.3,369,2600,https://www.loewe.com/usa/en/women/bags/small-balloon-bag-in-nappa-calfskin/A710C31X31-1100.html?cgid=w_bags&p=3,,,,,,,,,,,,,,
Loewe,Barcelona bag,Crossbody Bag,1,Leather,Black,8.9,5.9,3.7,194,3850,https://www.loewe.com/usa/en/women/bags/barcelona-bag-in-silk-calfskin/A532M15X02-1100.html?cgid=w_bags&p=1,,,,,,,,,,,,,,
Loewe,Small Hammock bag,Crossbody Bag,1,Leather,Black,5.3,9.8,11.8,613,2650,https://www.loewe.com/usa/en/women/bags/small-hammock-bag-in-classic-calfskin/387.30.S35-1100.html?cgid=w_bags&p=1,,,,,,,,,,,,,,
Fendi,Baguette bag,Crossbody Bag,1,Leather,Black,10.6,5.9,2.4,150,3290,https://www.fendi.com/us-en/gift-ideas/for-her/baguette-black-leather-bag-8br600a72vf15zw,,,,,,,,,,,,,,
Fendi,By The Way Boston bag,Crossbody Bag,1,Leather,Black,10.6,5.9,5.1,319,1950,https://www.fendi.com/us-en/woman/bags/boston-bags/by-the-way-medium-black-leather-boston-bag-8bl1461d5f0gxn,,,,,,,,,,,,,,
Fendi,Fendi Cookie mini hobo bag,Shoulder Bag,0,Leather,Black,8.6,6.9,1.8,107,1450,https://www.fendi.com/us-en/woman/bags/fendi-cookie-black-leather-mini-bag-8bs065aaiwf0kur,,,,,,,,,,,,,,
Fendi,Small Fendi First bag,Crossbody Bag,0,Leather,Black,10.2,7,3.7,264,3100,https://www.fendi.com/us-en/woman/bags/clutches-pouches/fendi-first-small-dark-brown-leather-bag-8bp129abvef0l1b,,,,,,,,,,,,,,
Fendi,Fendigraphy small bag,"Shoulder Bag, Handbag",1,Leather,Black,11.4,9.6,3.9,427,2590,https://www.fendi.com/us-en/gift-ideas/for-her/fendigraphy-small-black-leather-bag-8br798a5dyf1hej,,,,,,,,,,,,,,
Fendi,Fendi Touch bag,"Crossbody Bag, Shoulder Bag",0,Leather,Black,10.4,7.5,3.9,304,2390,https://www.fendi.com/us-en/woman/bags/fendi-touch-black-leather-bag-8bt349ahk2f0kur,,,,,,,,,,,,,,
Fendi,Small Fendi Way bag,"Crossbody Bag, Shoulder Bag, Handbag",1,Leather,Black,7.9,6.9,3.9,213,2150,https://www.fendi.com/us-en/woman/bags/top-handle-bags/fendi-way-small-black-leather-bag-8bs054aaiwf0kur,,,,,,,,,,,,,,
Fendi,Kan I F small bag,Crossbody Bag,1,Leather,Brown,7.5,6,3.5,158,2650,https://www.fendi.com/us-en/woman/bags/shoulder-bags/kan-i-f-small-black-leather-mini-bag-8bt286a651f13vk,,,,,,,,,,,,,,
Fendi,Kan U small bag,"Crossbody Bag, Shoulder Bag",0,Leather,Brown,7.5,5.1,3.5,134,2350,https://www.fendi.com/us-en/gift-ideas/for-her/bags/kan-u-small-brown-leather-mini-bag-8m0417a659f13vk,,,,,,,,,,,,,,
Fendi,Mon Tresor bucket bag,Crossbody Bag,0,Leather,Brown,6.9,9,5.9,366,2390,https://www.fendi.com/us-en/woman/bags/bucket-bags/mon-tresor-multicolor-leather-bag-8bt298a6aef13vj,,,,,,,,,,,,,,
